anomaly_id,entity_type,entity_code,anomaly_type,severity,description
101f1449-b755-47c5-8668-1acddf393882,transaction,T00100059,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
041c6ba6-ab2b-4a30-95cc-24ac423295a8,transaction,T00100060,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
e450f133-42af-4403-81e8-9147512706d8,transaction,T00100061,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
151f167b-a376-4d07-b56e-e13b9b87357a,transaction,T00100062,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
50a9e07b-bfd1-4b47-8e05-3aa347baabd5,transaction,T00100063,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
aaed52f3-27e2-4a4d-806d-2bb51227278c,transaction,T00100064,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
2f92e644-df98-4449-8ae3-0f7fab936a54,transaction,T00100065,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
68e75f99-aac1-4f5d-a6ef-878ddf74ec7a,transaction,T00100066,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
1bbc7fda-f75b-4214-8316-2ddc859df5b4,transaction,T00100067,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
efc5f935-bd50-4802-be3c-dbd2189b52bd,transaction,T00100068,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
5f90456e-798d-43e4-8c36-79c819171f31,transaction,T00100069,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
e2505ec8-6bbc-4046-8042-04357822d911,transaction,T00100070,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
b24b25dd-e475-49dd-8634-13c0ff44003c,transaction,T00100071,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
b9c37e57-2b48-4449-bbb2-a83df20f10d1,transaction,T00100072,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
f2a0e1e8-6b46-4463-a7c2-cad903a4560c,transaction,T00100073,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
dbeeb857-c1c0-4e26-b849-2fee41c30495,transaction,T00100074,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
4cfa9f8e-1e11-4cd2-bdaf-31593041edb5,transaction,T00100075,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
f4dfa387-79c5-4cdc-bc5b-d4aeaf2a6d1c,transaction,T00100076,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
88c58676-b14d-40bf-afaa-5db9b8ee392d,transaction,T00100077,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
5dbe3b6b-db50-4405-a2c2-2f019d782958,transaction,T00100078,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
43fde002-6254-4f63-9fbe-2bc45f522459,transaction,T00100079,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
c4124cc2-6ddf-4520-8edf-847b0bdddd82,transaction,T00100080,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
7aedfeab-6a38-484c-bb3a-07a09fd47d0a,transaction,T00100081,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
21ae189b-0331-4c4f-8e02-6f2722b9a5c4,transaction,T00100082,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
c036354d-89fb-4d92-a9e4-be2b95ca5a74,transaction,T00100083,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
366af5bf-7fd2-4d5d-8a2b-439055f7cd54,transaction,T00100084,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
e5fe2221-ee9a-47ad-8d3a-b0bca0b7b281,transaction,T00100085,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
315588e2-9613-4553-8894-e411cf74bd7a,transaction,T00100086,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
8f53c656-70ed-4cec-b136-97d4e602af30,transaction,T00100087,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
6d12fc62-0496-4d82-b71f-b28d01b2c4cb,transaction,T00100088,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
0b88d9ac-a6a2-4716-8e5b-bf6fee5cca81,transaction,T00100089,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
1f3b1611-116b-4bb6-9166-4f7c5e86e2fd,transaction,T00100090,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
ff35daee-e644-47aa-bbe4-576106f3bf86,transaction,T00100091,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
b98c455d-3725-44d7-b30b-b2669af8a507,transaction,T00100092,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
80c25321-a719-4459-904a-a0032b4bf8e4,transaction,T00100093,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
c02cf1bb-deab-4551-a3bd-7869164cbdb9,transaction,T00100094,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
89cc170f-d24d-4793-b160-3eddd19875d5,transaction,T00100095,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
e1698225-cdd4-4936-b142-6edb7a3f08d2,transaction,T00100096,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
6f6848c0-ec8c-4bdf-b254-5c91671c3940,transaction,T00100097,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
7ebff612-5da0-4026-ae76-9afb5659795d,transaction,T00100098,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
91b4e395-16a4-4a60-8072-776ba6e464b2,transaction,T00100099,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
d9835d27-5004-4b82-9f4b-a5713609adab,transaction,T00100100,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
538bcb08-6806-496e-86d2-d09c3d522c59,transaction,T00100101,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
854eed43-05ea-4477-a400-2e191e8d4345,transaction,T00100102,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
c0b86c06-0457-489e-ab1d-29f2ec6ceebb,transaction,T00100103,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
1eb52df8-848a-40eb-988f-e25a381caa02,transaction,T00100104,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
d7a824b3-17b9-401d-9d89-02ab33b6e7be,transaction,T00100105,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
62d726bd-032c-4aae-b279-1972b45e073b,transaction,T00100106,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
0e23bd78-7317-4b13-9691-41561caf4bc9,transaction,T00100107,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
a82109ae-78aa-47e4-a2ee-e7228fbd2f3e,transaction,T00100108,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
a0233185-c48e-4ffb-968a-89f3ecf766d2,transaction,T00100109,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
6f8a57b8-970d-4830-9d46-08b293d8f892,transaction,T00100110,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
8a7cc32b-f96d-4c41-a2a2-385b29c2f3a2,transaction,T00100111,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
e003986a-ac2a-4427-860f-565bff0a95cd,transaction,T00100112,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
94996fe9-7335-4190-a446-677df8b1c9d7,transaction,T00100113,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
c032f036-3ba8-4872-a481-9bf253474cec,transaction,T00100114,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
99719d49-0039-4beb-af04-f6cd99fc7581,transaction,T00100115,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
308f6443-c153-4e64-8121-1b8baf6b66de,transaction,T00100116,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
f7f0f4d3-afea-4b06-81d8-cd90e6ae2d24,transaction,T00100117,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
0bbe6361-66b2-44ca-adcc-325c3f8e3fc8,transaction,T00100118,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
e7c8ec4d-c04e-48ab-aa07-dd62d61be378,transaction,T00100119,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
ae7de782-5391-4c6c-933b-c51135f787f3,transaction,T00100120,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
99f4cb6a-abb1-4f7a-9d16-b725fb41e934,transaction,T00100121,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
4a0bbde2-d0a7-4bb1-ad0a-d40c1856f0cc,transaction,T00100122,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
a7db44cf-d4af-426e-b963-bfe6f5349015,transaction,T00100123,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
045e6a16-3825-4442-8b4a-cca7e025e815,transaction,T00100124,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
9f1a18dd-a621-426c-8867-61d6d84845c6,transaction,T00100125,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
e7765424-968f-4e3d-9d01-8e06ebb45aa0,transaction,T00100126,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
b24fd18c-d11e-4f79-a167-1e50f09f32ba,transaction,T00100127,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
06c11b29-b8da-47e5-9aac-44c1cf92a971,transaction,T00100128,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
f22a41dc-92d8-435f-b2e2-f84786c9f7f2,transaction,T00100129,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
5a27dd27-4c9b-4c96-8efe-b6b001645edb,transaction,T00100130,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
e853d8b4-7d24-4020-9d46-71d16611b01a,transaction,T00100131,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
ce3372a9-7a92-4388-9afa-a989e519a5b9,transaction,T00100132,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
d98404df-de21-4753-850c-366812176555,transaction,T00100133,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
ddd6b27b-a71d-48f5-885e-bd3369ad43ef,transaction,T00100134,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
09a9bad9-0b63-45e2-8d8e-70a0c4b759a0,transaction,T00100135,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
910423e1-3a0a-4cdc-bf48-7884545c499c,transaction,T00100136,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
6f10f63c-a2fe-48fa-9d28-224d0057a7e2,transaction,T00100137,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
5c4c574b-0577-4efa-8d19-3febfc86e8b5,transaction,T00100138,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
d2a73678-56b9-4693-bae3-46ad58cd9be3,transaction,T00100139,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
9dd8a3a4-25e8-41f1-8ff9-6376ce94fec9,transaction,T00100140,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
18af1b96-68b0-4054-8c58-33ae4e94b875,transaction,T00100141,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
46285173-c4db-4639-88ba-acbefce4fd53,transaction,T00100142,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
12f7a7b5-b282-44a1-ad5f-9e0e095299c1,transaction,T00100143,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
bbf386fa-d8bc-4d03-9d5e-c6ffa1ff11f2,transaction,T00100144,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
48adcb51-0bdb-4e54-b324-a34d5e332f78,transaction,T00100145,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
5f1500bf-5ca8-4e9a-9fc2-07731b337f7c,transaction,T00100146,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
f8ecade0-2844-46f6-8b97-c2f820b5d4a0,transaction,T00100147,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
e2c17a1a-c48e-4736-9289-632ab53c942e,transaction,T00100148,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
415eed68-b014-418e-aa76-d3424232c103,transaction,T00100149,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
ed940643-9153-4b67-affb-b5594468473c,transaction,T00100150,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
69e076a3-d1a4-4847-955b-09a99747c6d7,transaction,T00100151,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
29809cbd-f0d7-4bcb-a27f-9c36bd02801e,transaction,T00100152,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
e9d2f562-f9e0-4731-ac41-34dc6edfbdb6,transaction,T00100153,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
08d19bef-f224-4d83-9aef-5b17c3d0c12d,transaction,T00100154,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
31d65b20-5352-45af-8665-91a154db0904,transaction,T00100155,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
8d9f4986-d4bf-4c3b-a7f3-e4d0654c1dd9,transaction,T00100156,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
7459694f-4840-4055-91fa-61e3fc6448cf,transaction,T00100157,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
5024c7e9-e245-40ba-9e7c-f94743aa0ccb,transaction,T00100158,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
3ea60b8b-f8eb-4f0d-a366-803883b34ff8,transaction,T00100159,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
008e5143-8b55-434d-b6ba-4300a81ffaf7,transaction,T00100160,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
6c15c79a-52ff-4cba-a71f-d8fab62ac328,transaction,T00100161,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
49af8461-b445-41c3-8cf2-ca65e9019749,transaction,T00100162,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
85123647-d23f-43f1-8553-189867a57484,transaction,T00100163,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
8fe96079-9e6c-45c6-b103-a24065b57001,transaction,T00100164,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
29981ff7-bbfa-4778-adea-4d58810d36f8,transaction,T00100165,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
026efc72-432a-460e-99ed-7f8ad19e9006,transaction,T00100166,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
38889d79-5e9e-4d7b-8b70-f104093c706e,transaction,T00100167,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
82729900-8233-4ceb-a456-1d902bd4c799,transaction,T00100168,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
3244f745-2ded-4f1e-8284-4a2a02e385d3,transaction,T00100169,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
1b05a7df-88cf-4f12-82b1-dd18fb35b46c,transaction,T00100170,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
16174a3f-947e-464e-8151-61bd680ee64b,transaction,T00100171,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
583a5a81-1f3a-40b7-955c-344a34b7baef,transaction,T00100172,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
b0de1958-737f-4830-8c87-aeb150d8fb7e,transaction,T00100173,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
ff03e005-6ef0-453c-a061-e2823cf6ff4c,transaction,T00100174,HIGH_TRANSACTION_AMOUNT,high,Transaction amount is significantly higher than normal behavioral range.
